pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,global_accuracy,dataset_size,max_gap
"[{'M_13_9'}, {'M_14_9'}, {'M_15_9'}, {'M_0_9'}]",0.11985106337334767,312,0.026131797281226943,0.18920694906929775,0.1630751517880708,112,200,0.20940440556080236,0.21894921599246833,0.8916666666666667,4320,5
"[{'M_3_5'}, {'M_4_9'}]",0.11985095804460406,280,0.007115239786599337,0.1936047416743186,0.20071998146091793,139,141,0.2599250180219281,0.2591855921504951,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_6_9'}, {'M_3_9'}]",0.11985074412418223,147,0.010284142658027212,0.15269208091654268,0.14240793825851547,57,90,0.19920537148468573,0.18732358634330085,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_5'}, {'M_5_9'}]",0.11985060641008223,108,0.013020298815029335,0.15594777948361757,0.1689680782986469,47,61,0.21835792009069888,0.23287572887726685,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_1_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.11985040189930661,95,0.007455111709126133,0.19177787402208815,0.19923298573121428,47,48,0.2579381464301125,0.26447470306913584,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_6_9'}, {'M_6_9'}, {'M_4_9'}, {'M_4_9'}]",0.11985014636279932,193,0.03850684239576929,0.19445300528948958,0.1559461628937203,55,138,0.2500159469437907,0.16459154740472878,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_2_9'}]",0.11984925223221553,176,0.010280203485834749,0.1751128618378897,0.18539306532372446,74,102,0.21330166002729806,0.2548297864640384,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_6'}]",0.11984789102965929,119,0.03527948882089452,0.1751180833614454,0.1398385945405509,82,37,0.2377402354490478,0.2085505951169567,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_2'}]",0.11984725059728277,590,0.03679541181613746,0.19297524411072078,0.15617983229458332,234,356,0.24630447117115903,0.22287439805772805,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_11_9'}, {'M_11_5'}]",0.11984712686316353,154,0.012724959204102881,0.16492852249680318,0.17765348170090606,73,81,0.20015183158135533,0.2518226499713976,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_1'}]",0.11984693949454167,72,0.011378749145486533,0.193223167150732,0.18184441800524548,31,41,0.21925445220676804,0.2557871266716027,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_11_9'}, {'M_11_1'}]",0.11984676776867118,67,0.014698882141838898,0.1545558199286461,0.1398569377868072,21,46,0.17567779981534085,0.24356416589053115,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_4_9'}, {'M_4_9'}]",0.11984654280319446,746,0.030260321559408637,0.19180684512051252,0.16154652356110388,325,421,0.23941870102310975,0.21021724231030525,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_10_9'}, {'M_10_7'}]",0.119846163915221,110,0.03754636814165613,0.1923867009508495,0.15484033280919338,52,58,0.24715117560022445,0.2403800616465782,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_3'}, {'M_0_9'}, {'M_0_9'}]",0.1198461061141023,104,0.024401191463479854,0.16711040338807143,0.14270921192459157,67,37,0.23900915922067745,0.18977409518235366,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.11984375772055586,242,0.02066200174883734,0.16262855069405993,0.1419665489452226,67,175,0.2283371656606143,0.22413118034002727,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.1198433892644037,393,0.010439002364358269,0.14366169139794413,0.1541006937623024,289,104,0.20014973826104318,0.2180468618338858,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1198429978627134,419,0.013557524487095046,0.15755339302122592,0.14399586853413088,260,159,0.22096269011978173,0.19883509143400685,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_7_9'}, {'M_7_9'}]",0.119842882836898,89,0.012488616833490646,0.15727926439271783,0.16976788122620848,53,36,0.21051808619556678,0.20248742454846622,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.11984188429935025,257,0.010009575520535552,0.14781492930857365,0.1378053537880381,137,120,0.2151488310543793,0.23955577596846114,0.8916666666666667,4320,5
"[{'M_0_4'}, {'M_1_9'}]",0.11984185926080411,351,0.010207298144296911,0.15084432597207123,0.16105162411636814,172,179,0.20601836118046885,0.22399369711600886,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_5'}, {'M_3_9'}]",0.1198418035244783,60,0.0075111307146384365,0.13737378187659305,0.14488491259123149,41,19,0.19439131407820726,0.20303359130363358,0.8916666666666667,4320,5
[{'M_15_5'}],0.11984082503817142,1058,0.04184620739342956,0.18454764189713813,0.14270143450370856,470,588,0.24097586932802234,0.21302527312285327,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_2'}]",0.11984075896640858,118,0.044551549277452585,0.19234838854612374,0.14779683926867115,82,36,0.25054932534310165,0.21305897056589124,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_1_9'}, {'M_1_9'}, {'M_3_9'}]",0.1198403643924866,227,0.033375073747039075,0.19359196366772788,0.1602168899206888,122,105,0.24870447919284,0.22570914241255693,0.8916666666666667,4320,5
"[{'M_2_7'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}]",0.11984005621922268,89,0.007559426156198701,0.14278609530543382,0.15034552146163252,53,36,0.19106303934826244,0.20087139094973114,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_3_9'}]",0.11983942937079924,191,0.006212012328379646,0.13357369740041763,0.13978570972879728,101,90,0.210334708983,0.18948612988922578,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_2'}, {'M_5_9'}]",0.11983935609764897,184,0.009483289086900132,0.1759599561638692,0.18544324525076933,85,99,0.23565008332549053,0.24385431756815312,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.11983890913772084,121,0.005298813449498896,0.11896521157639867,0.12426402502589756,85,36,0.19537195401467716,0.11282359923921083,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_10_9'}, {'M_9_9'}, {'M_8_9'}, {'M_7_9'}]",0.11983888333949987,77,0.004861644244399541,0.12243222072720525,0.11757057648280571,19,58,0.15074922318053377,0.14462665257000898,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_10_9'}, {'M_10_9'}, {'M_9_9'}]",0.11983865334376352,99,0.019208865625087113,0.16440105891308265,0.14519219328799554,37,62,0.1974575682277747,0.22810072235541642,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_10_9'}, {'M_9_9'}, {'M_9_9'}, {'M_8_9'}, {'M_8_9'}]",0.11983843932107806,175,0.03696205369185157,0.17649888863698354,0.13953683494513197,42,133,0.2212427820132147,0.2090756107267547,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_14_9'}, {'M_13_9'}, {'M_13_9'}, {'M_13_9'}]",0.11983741348949403,132,0.008517789948954552,0.20107761811878946,0.1925598281698349,54,78,0.2397135876703287,0.2572866380796702,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_0'}]",0.11983741110654572,87,0.019393994283837757,0.1624160715852116,0.14302207730137384,61,26,0.22254875530604248,0.22894579033797743,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.11983732018364728,2662,0.011045060407453428,0.15181310845603202,0.16285816886348545,1450,1212,0.21129921641119992,0.2348933523575592,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_3_9'}, {'M_3_9'}]",0.11983672327542957,783,0.018909067247623673,0.1648697275304051,0.14596066028278143,409,374,0.23394459399591452,0.19448820469879097,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_15_9'}, {'M_15_9'}]",0.1198356747998994,798,0.010548938857789514,0.14870450028163545,0.15925343913942497,425,373,0.2131469116923483,0.24847341191859423,0.8916666666666667,4320,5
"[{'M_6_3'}, {'M_8_9'}]",0.1198346121083251,180,0.04220435992468621,0.18493633832276604,0.14273197839807983,81,99,0.24507553478888144,0.23562775926149837,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_8'}, {'M_0_9'}, {'M_0_9'}]",0.11983455269342903,90,0.04076711511011177,0.19174407625003997,0.1509769611399282,46,44,0.25571861221789566,0.21262529314188694,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_6_9'}, {'M_6_9'}, {'M_6_9'}]",0.11983268446449746,175,0.032602993080142834,0.19354248605668545,0.16093949297654261,78,97,0.25023394651288045,0.2421486308245052,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_7'}]",0.11983259248896388,738,0.01836586196837206,0.1652836712240835,0.14691780925571143,353,385,0.22343753067190636,0.20826375581218556,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_0'}]",0.1198317357228308,142,0.01764113261694783,0.15670581401722267,0.1743469466341705,101,41,0.20860825385193005,0.2638284339800484,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_15_9'}, {'M_0_9'}]",0.11983153578121068,418,0.024796242187157702,0.16972496801214973,0.14492872582499203,164,254,0.21522235740444323,0.2022410495447439,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_3'}, {'M_8_9'}, {'M_8_9'}]",0.11983127118636386,141,0.006701772994377075,0.13893545834256,0.13223368534818292,61,80,0.19111001353887347,0.20173702757936432,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_10_9'}, {'M_15_9'}]",0.11983095257741416,152,0.02245559632403296,0.16640842298291764,0.14395282665888467,53,99,0.22296281465950155,0.23321823776397074,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_11_9'}, {'M_11_7'}]",0.11983078289821969,125,0.03328515052734182,0.17476373588887312,0.1414785853615313,59,66,0.22708030233873538,0.20556161696627737,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_3'}]",0.11983053790424378,86,0.01103263014173575,0.15252514246718157,0.14149251232544582,56,30,0.21221624643421885,0.20977760681297053,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_7_9'}, {'M_7_0'}]",0.11983037238283475,148,0.015430562400719217,0.16114738687045044,0.14571682446973122,54,94,0.20327938894675124,0.21643209803844332,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_6'}]",0.1198300292265148,97,0.012207542389596232,0.20328821513701129,0.19108067274741505,74,23,0.26933218058323666,0.2369321791942447,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.1198295246996103,235,0.008603078380692741,0.144880838051904,0.13627775967121125,160,75,0.19868248291417034,0.16847693496277313,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_8'}, {'M_8_9'}, {'M_8_9'}]",0.11982890063801088,77,0.011693125247430297,0.15343276018069846,0.14173963493326816,36,41,0.22902759401440403,0.23972067060840496,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_5'}, {'M_13_9'}]",0.1198284019489701,141,0.01110143579558287,0.19033493028421486,0.179233494488632,56,85,0.22885285942254735,0.2299504779263015,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_12_9'}, {'M_0_9'}]",0.11982739095002631,165,0.019459325403018285,0.1886999785000908,0.1692406530970725,58,107,0.25032872112334076,0.2452772815136874,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}]",0.11982729133010595,194,0.03239829426319804,0.17331353781699402,0.14091524355379598,82,112,0.2311015237816075,0.20524296721190127,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}]",0.1198272203373267,87,0.008732038820917498,0.14815335610025634,0.13942131727933885,37,50,0.20798621896870606,0.15281474331400507,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_6'}, {'M_3_9'}]",0.11982701036094646,205,0.013619417617399099,0.1601507809430918,0.1737701985604909,107,98,0.2275405791138794,0.23847351420966803,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_10_9'}]",0.11982638708074306,648,0.04556607813410668,0.18910275239239235,0.14353667425828567,303,345,0.24200012072180274,0.22478465412827012,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_6'}]",0.11982637795059939,332,0.008842984640635293,0.1830402831171785,0.19188326775781378,211,121,0.23884310613350185,0.25626356893522184,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_1_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1198260680544675,110,0.013437491611261565,0.15045959277101503,0.13702210115975347,81,29,0.23714072182311569,0.23769809247244053,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_5'}]",0.11982588929235237,1011,0.016410571218143766,0.16326910421429647,0.1468585329961527,462,549,0.21956182117726505,0.22384547837379976,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_1'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.11982587395577005,143,0.031440386383614516,0.19301851372185505,0.16157812733824053,95,48,0.23376001695157514,0.22109743704303483,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.11982541281574424,135,0.006599777241547922,0.2049015960842371,0.1983018188426892,75,60,0.23592505753447574,0.2015840220804311,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_5'}]",0.11982444896309662,479,0.009281651589537948,0.1485374822832492,0.15781913387278715,245,234,0.201028406659908,0.2244906612539784,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}]",0.11982361163839061,116,0.008361566959259409,0.1440908450866118,0.1357292781273524,80,36,0.19602148556873952,0.16879658596142902,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.11982231201946454,70,0.00965350811740806,0.13882201263364752,0.14847552075105558,53,17,0.19291070344870673,0.2213984023291321,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_4'}, {'M_9_9'}]",0.11982219349604492,78,0.02736933583778045,0.16450228194395697,0.13713294610617652,15,63,0.2065451967452849,0.22017638582870655,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_6_9'}, {'M_6_9'}, {'M_6_9'}, {'M_4_9'}, {'M_4_9'}]",0.11982213280340963,106,0.011469908215497676,0.1516243863850832,0.16309429460058086,30,76,0.20571858482104374,0.16855400530740272,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_8'}, {'M_12_9'}, {'M_12_9'}]",0.11982210734721557,125,0.008613876209366184,0.1822578097717502,0.1908716859811164,78,47,0.2483572927218323,0.21772936824182057,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.11982193931131928,546,0.026581739459015957,0.16974025918905292,0.14315851973003696,317,229,0.23901468266035725,0.1871243807987977,0.8916666666666667,4320,5
"[{'M_0_4'}, {'M_2_9'}]",0.1198210061854856,302,0.03532560280538016,0.1929499585247409,0.15762435571936073,113,189,0.24059021709318956,0.20795951288076975,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_10_9'}, {'M_10_9'}, {'M_9_9'}]",0.11982077685475659,96,0.007732030381041949,0.18861050648224909,0.19634253686329103,43,53,0.22795959479092864,0.26744079975515733,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_0'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.1198203980630978,74,0.005720161840554405,0.21002087984667267,0.21574104168722708,43,31,0.25554564277863545,0.27749177846347156,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_5'}, {'M_3_9'}]",0.1198201468777988,86,0.017935811136634672,0.18633194333977168,0.168396132203137,45,41,0.23143460644840988,0.24389477110185673,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_5'}]",0.11981963865917031,210,0.007759056857549629,0.1455913890774051,0.13783233221985547,108,102,0.20535979418100567,0.19823198670848483,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_4'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_1_9'}]",0.1198193799333744,60,0.008778318662434698,0.14654519205743613,0.13776687339500143,33,27,0.22438345786045386,0.1542966526981987,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_5'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1198185815549297,96,0.010132050535482162,0.1495255369119919,0.15965758744747408,65,31,0.21021728571290277,0.20233126640299232,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_3'}]",0.11981848999491354,330,0.013646610227003142,0.16052333303349148,0.17416994326049462,202,128,0.21793872003957138,0.23448591566540314,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_7'}, {'M_4_9'}]",0.11981838692853898,213,0.009018667048623447,0.18264216064578953,0.19166082769441298,135,78,0.23202346612272373,0.2638472588680868,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_4_9'}, {'M_4_9'}]",0.11981754429566784,292,0.010790470921946987,0.15350403545364252,0.1642945063755895,155,137,0.18250257213197285,0.22483947706458976,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}]",0.11981733230321534,638,0.010375549584075189,0.14624341086989828,0.15661896045397347,446,192,0.20238215113232977,0.22806500288862547,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_9_9'}, {'M_9_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.11981702175522041,166,0.027559765982102608,0.1685611523430923,0.1410013863609897,58,108,0.25434706263207885,0.21300904443772925,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_6_7'}]",0.11981528670797055,291,0.03316179060640584,0.19405421268458317,0.16089242207817733,99,192,0.24212923340093573,0.21958617092381735,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_0_9'}, {'M_0_9'}, {'M_1_9'}]",0.11981508002030847,170,0.012079172575015867,0.16536036172171228,0.17743953429672815,97,73,0.234489115746233,0.24522826246795792,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_0'}, {'M_0_9'}, {'M_1_9'}]",0.11981487773670758,86,0.035839580882312955,0.17711018138762674,0.1412706005053138,33,53,0.24346717750074776,0.23088321061604938,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_0_9'}, {'M_4_9'}, {'M_4_9'}]",0.11981475914436082,151,0.01213800476080823,0.16726597206434235,0.17940397682515058,96,55,0.2289290602727432,0.2500611448441597,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_3_9'}]",0.11981441626589748,382,0.014331709742092469,0.1518393183918032,0.16617102813389567,292,90,0.21896414077598989,0.22940880671997063,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.11981354016389377,202,0.006002694473941,0.13094531710126564,0.13694801157520664,140,62,0.19052806034540423,0.18022086808528265,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_8'}, {'M_5_9'}]",0.11981301729602743,107,0.005360670233547887,0.21044812517670486,0.21580879541025275,65,42,0.24009909521296519,0.2580783036932497,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_3_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.11981228937225875,223,0.005767304584110428,0.22271276851529842,0.216945463931188,143,80,0.2728642126028964,0.2668177665215086,0.8916666666666667,4320,5
"[{'M_14_6'}, {'M_0_9'}]",0.11981228522020942,304,0.010583330518686929,0.15416760737304203,0.16475093789172895,139,165,0.21141381852036825,0.21660570174257068,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.11981222804223574,553,0.013109867331038194,0.15247326494731336,0.16558313227835156,406,147,0.21427290880380628,0.22353913274848686,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_5'}]",0.11981186211525542,323,0.012045472713194533,0.1557309795383896,0.16777645225158414,175,148,0.2161073447177997,0.23327646347886358,0.8916666666666667,4320,5
[{'M_9_9'}],0.11981164218385905,3400,0.040239439748996436,0.18295240277675764,0.1427129630277612,1512,1888,0.2425027784838619,0.21239245802446904,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_1_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.11981163962865832,345,0.02670987067696376,0.17060833881871823,0.14389846814175447,195,150,0.23000063707694612,0.18905677076648372,0.8916666666666667,4320,5
[{'M_8_3'}],0.11981144993328831,1150,0.0157554738590851,0.16287333911406945,0.14711786525498435,488,662,0.22096866701826245,0.21608861724605288,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_5_9'}, {'M_3_9'}]",0.11981128600957006,87,0.008809323515643036,0.15063904986089585,0.1594483733765389,49,38,0.20112915969832387,0.19304017105522187,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_6_9'}, {'M_6_7'}]",0.11980923773955442,113,0.016155035486824953,0.18675372285806402,0.17059868737123907,49,64,0.23293505058810346,0.24737621855073916,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.11980896297817487,182,0.048076331030045244,0.18933196046522685,0.1412556294351816,42,140,0.24794598798996814,0.22997872103776987,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_7_9'}, {'M_7_9'}, {'M_6_9'}, {'M_6_9'}]",0.11980871779358067,100,0.03249181452654787,0.19281109134581956,0.1603192768192717,44,56,0.24306091249306874,0.21405440969160816,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_6'}, {'M_8_9'}]",0.11980795958008553,134,0.03058549055191273,0.17107659368447856,0.14049110313256583,71,63,0.25822369716716426,0.20082160709842373,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.11980777993293366,134,0.0034348018227568222,0.11351992243102615,0.11008512060826933,63,71,0.17224921256967046,0.17217872361862274,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_1_9'}, {'M_1_6'}]",0.11980737612503549,266,0.0189637858416358,0.1651917675199608,0.14622798167832501,120,146,0.2274696348884518,0.23972311197300727,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.11980703401649954,325,0.019375921792084944,0.16627084401746592,0.14689492222538097,186,139,0.2273569230107833,0.2202587289403125,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_14_9'}, {'M_14_5'}]",0.11980679591126292,72,0.02411702777477015,0.1883339691162109,0.16421694134144074,25,47,0.23310984490521466,0.17981488530264966,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_8'}]",0.11980641423196121,579,0.008395206917682974,0.14838715677693387,0.1399919498592509,298,281,0.20731193491891114,0.20995393675053847,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_14_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.11980549929071646,65,0.005447167736877284,0.21547028492204845,0.22091745265892573,16,49,0.22280127721004436,0.2002268934084153,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_4'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.11980520127580817,136,0.012353594746225716,0.1771430501427788,0.18949664488900453,104,32,0.2554106751818805,0.27121956702728695,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_7_9'}, {'M_7_0'}]",0.11980512102054423,101,0.034023137218406746,0.19232434631799752,0.15830120909959078,53,48,0.23776799679813138,0.20863714619394075,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.11980489233650801,141,0.004357259136578834,0.23031789367087185,0.2346751528074507,80,61,0.28213649220379305,0.2821456208954541,0.8916666666666667,4320,5
